"healthy_66"	"healthy_67"	"healthy_68"	"healthy_69"	"healthy_70"	"diseased_71"	"diseased_72"	"diseased_73"	"diseased_74"	"diseased_75"
"PDXP.DT"	3	0	0	1	0	1	1	2	0	0
"SH3BP1"	76	78	59	88	38	24	17	10	23	12
"GGA1"	1090	999	1024	1064	704	710	833	742	876	991
"LGALS2"	0	1	0	0	0	0	0	0	4	0
"CDC42EP1"	1579	1010	1617	956	777	581	307	295	311	444
"CARD10"	151	123	151	115	75	85	53	47	51	55
"MFNG"	23	23	17	30	19	19	6	13	12	27
"LOC124905114"	0	0	0	0	0	0	0	0	0	0
"LOC100506271"	2	3	1	2	1	2	3	4	6	3
"ELFN2"	510	557	315	690	388	553	1046	971	1268	1140
"LOC105373024"	0	0	0	0	0	0	0	0	0	0
"CYTH4"	0	0	0	1	0	0	0	0	1	1
"LOC107985576"	1	0	0	0	0	0	1	0	0	0
"RAC2"	0	3	1	1	0	2	5	2	2	1
"RPL39P41"	0	0	0	0	0	0	0	0	0	0
"SSTR3"	30	19	21	15	11	8	20	16	29	26
"C1QTNF6"	2080	2299	2003	2383	1406	1491	946	816	758	1264
"IL2RB"	24	15	16	37	25	5	6	4	4	10
"LOC124905113"	5	1	1	3	5	1	0	2	0	0
"TMPRSS6"	0	0	0	0	1	0	0	0	0	0
"RN7SKP214"	0	0	0	0	0	0	0	0	0	0
"KCTD17"	858	612	805	629	507	679	540	570	561	755
"LOC112268295"	8	28	12	16	6	5	30	11	17	21
"MPST"	466	387	522	418	223	249	232	229	212	302
"TST"	176	145	247	157	89	135	86	75	65	112
"TEX33"	0	0	0	0	0	0	0	0	0	0
"LL22NC01.81G9.3"	0	0	0	0	0	0	0	1	0	0
"CSF2RBP1"	0	0	0	0	0	0	0	0	0	0
"LOC124905162"	0	0	0	0	0	0	0	0	0	0
"LOC124900478"	0	0	0	0	1	1	0	1	2	1
"LOC105373023"	0	0	0	0	0	0	0	0	0	0
"CSF2RB"	5	1	10	2	1	0	0	0	0	0
"LOC105373022"	0	0	0	0	0	0	0	0	0	0
"IFT27"	779	690	591	639	509	561	593	588	717	705
"LOC124905112"	0	6	5	3	3	5	10	6	6	3
"CACNG2.DT"	2	6	1	10	0	2	15	6	10	6
"CACNG2"	181	252	144	316	198	334	516	468	586	586
"LOC100500719"	0	0	0	0	2	0	1	0	0	0
"EIF3D"	3527	2617	3480	3069	2790	2277	1803	1806	2098	2223
"LOC105373020"	1	0	1	1	1	2	0	0	1	0
"FOXRED2"	1938	1717	1750	1811	1361	1363	1256	1154	1397	1613
"TXN2"	1572	1254	1494	1451	1060	1100	1025	1070	1158	1410
"LOC124905111"	0	0	1	0	0	0	0	1	0	0
"RPS15AP38"	2	2	3	5	7	2	1	3	1	4
"MYH9.DT"	7	1	2	4	2	5	3	3	2	4
"MIR6819"	0	3	1	0	1	0	0	1	0	0
"MYH9"	16419	7691	19127	7467	9475	12038	4935	3428	3370	6422
"APOL1"	135	98	163	56	89	45	21	22	21	35
"APOL2"	1061	945	1020	970	890	509	291	254	263	365
"APOL4"	560	434	755	375	457	398	179	106	105	215
"MTND1P10"	0	0	0	0	0	0	0	0	0	0
"MTCYBP34"	0	0	0	0	0	0	0	0	0	0
"MTCO3P20"	0	0	0	0	0	0	0	0	0	0
"MTATP6P20"	0	0	0	0	0	0	0	0	0	0
"MTCO2P20"	0	0	0	0	0	0	0	0	0	0
"MTCO1P20"	0	0	0	0	0	0	0	0	0	0
"APOL3"	53	42	68	42	47	22	10	12	5	19
"APOL6"	698	564	670	575	507	180	105	60	93	104
"LOC284912"	0	0	0	0	0	0	0	0	0	0
"MB"	2	1	4	1	0	0	1	0	3	1
"LOC107985590"	0	0	0	0	0	0	0	0	0	0
"RASD2"	62	71	37	62	43	34	38	34	51	59
"LOC100131536"	0	0	0	0	1	1	0	0	0	0
"MCM5"	648	380	524	400	320	440	278	317	297	436
"HMOX1"	791	457	884	561	476	150	168	121	151	195
"MIR6069"	0	0	0	0	0	0	0	0	0	0
"MIR3909"	1	0	0	1	0	0	0	1	0	0
"TOM1"	910	662	935	834	556	507	419	379	452	576
"RNU7.167P"	0	0	0	0	0	0	0	0	0	0
"HMGXB4"	1722	1716	1708	1705	1503	1560	1542	1431	1829	1759
"LOC105373017"	9	5	4	6	5	11	9	4	8	8
"COX7BP1"	0	0	0	0	1	0	0	0	0	0
"LINC01399"	0	0	0	0	0	0	0	0	0	0
"LOC124905110"	0	0	0	0	0	0	0	0	0	0
"ISX"	0	0	0	0	0	0	0	0	0	0
"LOC105373015"	1	0	0	0	0	0	0	0	0	0
"LOC124905109"	18	7	12	6	10	11	8	9	8	11
"LOC105373014"	0	0	1	0	0	0	0	0	0	0
"LINC02885"	47	24	30	36	33	26	26	35	42	47
"LOC105373013"	0	0	0	0	0	0	0	0	0	0
"LOC441996"	0	0	0	0	1	1	0	4	0	0
"LOC105373012"	0	0	0	0	0	0	0	0	0	0
"LOC124905108"	0	0	0	0	0	0	0	0	0	0
"LL22NC03.13G6.2"	0	0	0	0	0	0	0	1	1	0
"LINC01643"	0	0	0	0	0	0	0	0	0	0
"LARGE1.AS1"	4	2	3	2	4	3	2	1	4	6
"LARGE.AS1"	0	0	0	0	0	0	0	0	1	0
"SNORA50B"	0	0	0	0	0	0	0	0	0	0
"LOC105373007"	0	0	0	0	0	0	0	0	0	0
"MIR4764"	0	0	0	0	0	0	0	0	0	0
"LOC124905106"	0	0	0	0	0	0	0	0	0	0
"LOC124905105"	0	0	0	0	0	0	0	0	0	0
"LOC124905107"	0	0	0	0	0	0	0	1	0	0
"LINC01640"	0	0	0	0	0	0	0	0	0	0
"LARGE1"	1287	1110	1317	1105	982	1049	1073	1079	1266	1223
"LOC124905104"	1	3	1	3	6	1	0	0	1	0
"TIMP3"	7628	6329	8722	5880	5851	4051	1857	1007	1338	2284
"LOC105373002"	0	0	0	0	0	0	0	0	0	0
"RNA5SP497"	0	0	0	0	0	0	0	0	0	0
"LOC107985545"	0	0	0	0	0	0	0	0	0	0
"SYN3.AS1"	0	0	0	0	0	0	0	1	0	0
"LOC124905103"	1	0	0	0	0	0	0	0	0	0
"SYN3"	479	563	392	562	445	681	984	973	1282	1128
"FBXO7"	2646	2249	2733	2209	1860	2039	1696	1585	1860	1990
"BPIFC"	0	1	4	3	4	1	0	0	0	1
"RTCB"	2536	2248	2497	2318	2103	2035	1958	1800	2107	2275
"LOC100422292"	0	0	0	0	0	0	0	1	0	1
"IGLCOR22.2"	0	0	0	0	0	0	0	0	0	0
"LOC339666"	0	2	0	3	0	0	0	0	0	0
"RFPL3S"	21	22	20	28	18	26	23	20	39	28
"RFPL3"	0	0	0	0	0	0	0	0	0	0
"LOC107985561"	0	0	0	1	0	0	0	0	0	0
"CPSF1P1"	0	0	0	0	0	0	0	0	0	0
"SLC5A4"	0	1	0	4	1	2	1	0	1	0
"SLC5A4.AS1"	1	0	1	6	1	0	0	0	0	0
"RFPL2"	1	0	2	5	2	5	3	2	4	0
"C22orf42"	128	131	74	145	102	236	334	292	415	313
"AP1B1P2"	0	0	0	0	0	0	0	0	0	0
"AP1B1P1"	0	0	0	0	0	0	0	0	0	0
"LOC105373000"	0	0	0	0	0	0	0	0	0	0
"SLC5A1"	4	4	7	3	4	0	1	3	7	4
"RPS17P16"	41	40	57	44	63	29	20	22	31	25
"RN7SL305P"	0	0	0	0	0	0	0	0	0	0
"LINC02558"	0	0	0	0	0	0	0	0	0	0
"LOC124905158"	0	1	1	3	1	3	2	3	3	6
"LOC124900477"	19	23	11	16	10	20	23	24	27	21
"YWHAH"	5045	5233	4518	5642	4310	6519	8383	7220	9667	8756
"YWHAH.AS1"	14	31	13	21	19	16	18	18	20	27
"LOC124905102"	0	0	0	0	0	0	0	0	0	0
"LOC105372998"	5	8	3	10	3	7	13	8	7	6
"LOC124905101"	0	0	0	1	0	0	0	0	0	0
"RNU6.201P"	0	0	0	0	0	0	0	0	0	1
"RN7SL20P"	0	0	0	0	1	0	0	0	0	0
"DEPDC5"	557	520	448	506	406	443	547	498	558	625
"PRR14L"	1854	1785	1917	1701	1467	1809	1950	1632	2102	2327
"MIR7109"	1	0	0	0	0	1	0	0	0	1
"PISD"	748	625	646	730	489	506	629	531	711	694
"RPS18P14"	1	1	3	1	8	2	2	2	0	3
"H2AZP6"	0	0	0	0	0	0	0	0	0	0
"SFI1"	690	671	524	607	447	556	641	596	715	698
"RNU6.28P"	0	0	0	0	0	0	0	0	0	0
"EIF4ENIF1"	1405	1397	1240	1327	1253	1205	1286	1229	1408	1495
"DRG1"	1707	1514	1652	1558	1440	1521	1491	1605	1980	1883
"RNU6.338P"	0	0	0	0	0	0	0	0	0	0
"LINC01521"	554	598	548	633	478	445	537	443	597	607
"PIK3IP1.DT"	2	0	0	0	1	0	0	0	0	0
"PATZ1"	1671	1557	1523	1835	1295	1627	1962	1873	2255	2285
"RNA5SP496"	0	0	0	0	0	0	0	0	0	0
"LOC105372997"	4	6	3	4	3	6	6	5	9	10
"PIK3IP1"	178	171	142	170	120	98	165	139	170	168
"PPP1R14BP1"	2	0	0	0	0	0	1	1	1	1
"RNU6.1128P"	0	0	0	0	0	0	0	0	0	0
"LIMK2"	1129	1025	1120	1007	837	1043	1454	1120	1482	1612
"RNF185"	1815	1572	1740	1684	1353	1460	1487	1448	1647	1753
"MIR3928"	0	0	0	0	0	0	0	0	0	0
"LOC107985533"	0	0	0	0	1	0	0	0	0	1
"PLA2G3"	5	18	14	17	6	6	10	3	6	5
"INPP5J"	138	203	92	185	99	137	215	209	247	202
"RPS15AP37"	0	0	0	2	0	0	0	0	0	0
"LOC124905100"	2	4	2	3	3	4	2	2	3	4
"LOC105372995"	0	0	1	0	1	0	1	3	0	1
"SELENOM"	486	351	520	376	308	145	86	92	66	128
"SMTN"	464	560	283	620	334	160	160	98	125	179
"RN7SL633P"	0	0	0	0	0	0	0	0	0	0
"TUG1"	15227	15802	12740	15002	12267	12375	13474	11668	15568	14428
"MORC2"	1777	1879	1605	1846	1424	1743	2169	1898	2280	2265
"MORC2.AS1"	7	8	12	7	6	14	17	14	15	17
"EIF4HP2"	6	5	9	8	9	18	17	14	18	18
"LOC107985544"	112	142	65	127	89	107	152	123	174	148
"LOC105372994"	0	0	0	0	0	0	0	0	0	0
"MIR3200"	0	0	0	0	0	0	0	0	0	0
"OSBP2"	305	310	239	317	225	284	352	378	443	441
"RPL13AP26"	47	35	56	62	29	45	35	62	70	70
"DUSP18"	633	562	620	559	376	519	545	532	576	729
"SLC35E4"	112	134	110	117	48	70	107	89	106	99
"TCN2"	1414	1865	1009	2250	1217	698	815	770	865	902
"PES1"	1792	1442	1638	1552	1342	1270	1226	1258	1413	1452
"GAL3ST1"	9	3	11	2	4	1	2	4	7	4
"SIRPAP1"	13	15	11	20	8	7	6	2	5	14
"SEC14L6"	84	86	85	65	81	34	17	24	28	28
"SEC14L4"	0	0	0	1	3	0	0	0	1	0
"LOC107985579"	0	0	0	0	0	0	0	0	0	0
"SDC4P"	0	0	0	0	0	0	0	0	0	0
"LOC105372991"	0	0	0	0	0	0	0	0	0	0
"SEC14L3"	0	0	0	0	0	0	0	0	0	0
"LOC101060052"	0	0	0	0	0	0	0	0	0	0
"LOC105372990"	4	4	0	6	2	3	4	3	4	4
"MTFP1"	113	58	132	55	53	108	68	70	49	69
"RNU6.564P"	1	1	0	0	0	0	0	1	0	0
"SEC14L2"	658	365	712	347	407	421	268	199	201	295
"RNF215"	738	613	669	636	383	453	506	419	512	549
"KIAA1656"	163	172	157	169	98	113	130	82	107	147
"CCDC157"	172	156	220	144	131	147	148	153	158	195
"SF3A1"	3474	3128	3281	3317	2755	2727	2640	2749	3222	3300
"TBC1D10A"	284	278	263	277	165	168	217	147	241	213
"CASTOR1"	247	206	308	221	151	133	67	58	56	105
"OSM"	0	3	0	1	0	1	0	0	1	0
"LIF.AS2"	7	2	11	1	3	5	2	0	1	1
"LIF"	870	279	826	267	400	528	170	79	85	189
"LIF.AS1"	1	0	0	0	1	0	0	0	0	0
"LOC105372988"	1	0	2	0	0	1	0	0	0	0
"RPS3AP51"	0	0	1	0	1	0	0	0	0	0
"RPL36P17"	0	0	0	0	0	0	0	0	0	0
"HORMAD2"	0	1	0	0	0	2	0	4	1	2
"CNN2P1"	1	0	0	0	1	1	0	0	0	0
"HORMAD2.AS1"	0	0	0	0	0	0	1	2	0	0
"MIR6818"	0	0	0	0	0	0	0	0	0	0
"RNU5F.5P"	0	0	0	0	0	0	0	0	0	0
"RNU6.331P"	0	0	0	0	0	0	0	0	0	0
"MTMR3"	3255	3182	3273	3151	2516	2646	3157	2837	3245	3567
"ASCC2"	1064	858	986	948	770	660	652	598	686	790
"UQCR10"	1110	991	1165	1047	794	815	747	672	758	949
"ZMAT5"	224	157	225	204	133	153	165	150	163	206
"CABP7"	28	20	17	26	25	10	14	20	12	18
"RPEP4"	0	1	0	0	0	0	0	0	0	0
"NF2"	1704	1227	1943	1352	1292	1323	1095	967	1089	1389
"NIPSNAP1"	3631	2867	3778	3046	2814	2905	2888	2801	3394	3447
"THOC5"	778	620	690	679	579	503	484	487	534	638
"NEFH"	123	146	82	158	98	79	90	56	72	111
"LOC107985541"	24	23	16	40	29	17	47	30	50	49
"RFPL1S"	309	419	246	444	285	247	469	405	599	469
"RFPL4AP6"	0	1	0	1	0	0	0	0	1	0
"LOC102723305"	0	0	0	1	0	0	1	0	1	0
"RFPL1"	6	1	1	2	1	2	3	4	6	5
"SNORD125"	5	8	2	3	4	4	7	3	5	11
"AP1B1"	2910	2306	2999	2557	1892	2239	2103	2097	2307	2658
"RASL10A"	6	4	11	7	13	11	10	9	8	13
"GAS2L1"	453	237	473	215	227	208	143	110	114	153
"EWSR1"	8355	7308	7022	7371	6601	6028	5745	5305	6034	6744
"RHBDD3"	836	657	681	798	501	529	677	602	749	820
"LOC105372985"	1	0	0	1	0	1	0	0	0	0
"LOC124905099"	4	3	4	1	2	2	4	7	5	2
"EMID1"	266	230	250	258	139	177	180	165	214	256
"RNU6.1219P"	0	0	0	0	0	0	0	0	0	0
"LOC101929638"	25	28	20	25	16	10	8	6	12	10
"RNU6.810P"	0	0	0	0	0	0	0	0	0	0
"KREMEN1"	1953	1754	2140	1808	1341	1417	922	803	799	1318
"C22orf31"	18	28	15	27	22	19	13	5	4	6
"ZNRF3.AS1"	1	0	0	2	2	2	0	0	0	0
"ZNRF3"	2034	1472	2108	1515	1261	2557	1523	1547	1457	2341
"LOC107985549"	14	15	14	20	18	7	15	14	7	15
"LOC646408"	0	0	0	0	0	0	0	0	0	0
"XBP1"	5551	4409	5860	5016	4482	4246	3741	4027	5324	4262
"CCDC117"	1603	1570	1758	1523	1248	1231	1123	1041	1337	1360
"HSCB"	182	202	223	179	183	161	134	165	154	197
"CHEK2"	327	291	298	284	271	240	174	189	165	206
"RN7SL162P"	0	0	0	0	0	0	0	0	0	0
"LOC101929594"	2	4	1	0	1	1	1	3	0	5
"MIR5739"	0	0	0	0	0	0	0	0	0	0
"LOC124905171"	0	0	0	0	0	0	0	0	0	0
"RN7SL757P"	0	0	0	0	0	0	0	0	0	0
"TTC28"	3842	3559	3558	3448	2751	3756	4534	4258	5238	5520
"MIR3199.2"	1	1	0	0	0	0	0	0	0	0
"MIR3199.1"	0	0	0	0	0	0	0	0	0	0
"TTC28.AS1"	533	512	466	508	415	347	419	376	421	458
"PITPNB"	2599	2353	2648	2307	2027	2374	2237	1983	2506	2561
"LOC107985529"	0	0	0	0	0	0	1	0	0	0
"MN1"	4538	3795	4614	4115	3108	4167	4734	4174	5148	5137
"LOC124905097"	4	2	0	0	1	1	1	1	0	0
"LOC124905098"	0	0	0	0	0	0	0	0	0	0
"LOC105372981"	2	3	4	2	0	0	0	0	1	1
"LOC105372980"	0	0	0	0	0	1	0	0	0	0
"LOC102724900"	7	2	7	5	3	0	5	1	2	2
"LOC105372979"	0	0	0	0	1	0	0	0	0	0
"LINC02554"	16	17	9	14	9	13	21	27	33	24
"LINC01638"	17	10	24	4	12	3	3	0	0	0
"LOC105372977"	0	0	0	0	0	0	0	0	0	0
"LOC107985534"	21	6	55	8	15	20	5	3	3	7
"LOC284898"	2	7	2	5	5	3	8	10	11	8
"RNU6.1066P"	0	0	0	0	0	0	0	0	0	0
"LOC107985582"	1	0	0	2	0	0	1	0	2	0
"LINC01422"	2	0	1	0	1	1	0	1	2	0
"RPL15P22"	15	14	11	11	23	5	3	5	12	4
"LOC110091768"	17	10	13	6	4	0	2	2	4	6
"MIATNB"	60	50	66	45	53	37	22	15	27	36
"MIAT"	14522	16011	6153	14983	12776	13965	21614	18959	22405	19909
"ISCA2P1"	2	1	0	2	0	1	1	2	3	4
"CRYBB1"	2	6	2	7	1	1	0	2	0	1
"CRYBA4"	4	13	1	10	2	1	1	1	0	3
"HMGB1P10"	28	18	21	27	22	24	17	20	21	23
"MIR548J"	0	0	0	0	0	0	0	0	0	0
"TPST2"	531	505	618	531	376	439	280	236	290	351
"TFIP11.DT"	220	226	172	233	222	299	336	303	393	359
"TFIP11"	1016	967	936	1120	915	869	1053	936	1214	1160
"SRRD"	1245	1201	1224	1238	1103	1174	1186	1115	1390	1325
"HPS4"	1904	1706	1581	1814	1399	1523	1590	1502	1671	1726
"ASPHD2"	388	387	348	434	305	472	625	535	766	712
"LOC646216"	1	0	0	1	0	0	0	0	0	0
"RNA5SP495"	0	0	0	0	0	0	0	0	0	0
"LOC124905096"	0	0	0	1	1	0	0	0	0	0
"SEZ6L.AS1"	0	1	0	0	0	1	0	0	0	1
"SEZ6L"	2460	3106	2107	3106	2295	3674	6342	5307	7717	6602
"LOC105372971"	7	11	4	11	7	15	32	22	29	22
"LINC02559"	0	0	0	0	0	0	0	0	0	0
"LOC102724801"	0	0	0	0	0	0	0	0	0	0
"RN7SKP169"	0	0	0	0	0	0	0	0	0	0
"MYO18B.AS1"	0	0	0	0	0	0	0	0	0	0
"MYO18B"	2	3	2	3	5	2	6	6	11	6
"RNA5SP494"	0	0	0	0	0	0	0	0	0	0
"YES1P1"	3	1	0	1	3	1	2	1	2	7
"GRK3"	1049	1132	866	1095	887	1131	1699	1516	2086	1825
"GRK3.AS1"	0	0	0	1	0	0	0	1	0	0
"LOC124905094"	145	170	131	153	122	160	208	166	179	209
"MIR6817"	0	0	0	0	0	0	1	0	0	0
"CRYBB2P1"	254	229	222	251	213	251	239	252	244	310
"LOC124905093"	4	5	0	2	4	4	7	3	5	7
"LOC124905095"	1	2	2	0	2	2	3	3	3	4
"LRP5L"	101	87	57	86	72	70	88	87	101	91
"LOC100419673"	20	19	9	23	8	21	30	32	32	33
"IGLL3P"	0	0	0	0	1	0	0	0	0	1
"LOC105372969"	0	0	0	0	0	0	1	0	1	0
"CRYBB2"	3	4	3	3	0	0	2	3	5	2
"CRYBB3"	2	2	2	3	1	3	0	0	1	1
"LOC101232810"	272	219	202	230	135	253	319	315	355	400
"KIAA1671.AS1"	0	1	2	0	0	1	0	0	1	0
"KIAA1671"	1797	1895	1772	1954	1391	1143	914	889	910	1181
"LHFPL7"	0	0	0	0	0	0	0	0	0	0
"LOC124900481"	0	0	0	0	0	0	0	0	0	0
"SGSM1"	178	199	153	249	154	210	296	306	348	352
"TOP1P2"	0	0	0	0	1	0	0	0	0	0
"PIWIL3"	1	0	1	0	0	0	0	0	1	0
"CRIP1P4"	0	0	0	0	0	0	0	0	0	0
"LOC105372962"	0	0	0	0	0	0	0	0	0	0
"LOC124905092"	0	0	0	0	0	0	0	0	0	0
"LOC100421614"	0	0	0	0	0	0	0	0	0	0
"ARL5AP4"	1	2	2	2	1	1	2	0	0	0
"POM121L10P"	0	0	0	0	0	0	0	0	0	0
"BCRP3"	46	54	32	82	30	35	46	47	58	61
"LRRC75B"	313	238	204	255	156	149	122	139	156	170
"GGT1"	69	82	41	71	49	41	76	68	90	93
"LOC124905091"	13	16	15	18	17	17	15	13	26	14
"SNRPD3"	2846	2412	2712	2587	2248	2684	2387	2289	2722	2876
"GUCD1"	1360	1157	1261	1235	851	786	615	547	543	709
"UPB1"	0	4	3	2	4	3	3	2	6	1
"ADORA2A.AS1"	0	0	0	0	0	0	0	0	0	0
"ADORA2A"	2	2	2	4	1	2	5	3	8	4
"LOC105372960"	0	0	0	0	0	0	0	0	0	0
"SPECC1L"	1205	1094	1206	1184	862	1058	1228	1119	1393	1335
"SPECC1L.ADORA2A"	0	0	0	0	0	0	2	0	1	0
"RPS10P29"	0	1	4	1	3	1	1	3	3	2
"BCRP1"	26	24	22	19	16	16	36	34	35	28
"POM121L9P"	14	11	12	8	13	2	1	0	2	2
"GGTLC4P"	0	0	0	0	0	0	0	0	0	0
"GGT5"	113	67	96	91	66	24	20	15	17	21
"LOC124905090"	1	0	0	1	1	0	1	0	0	0
"SUSD2"	23	19	27	19	18	15	17	17	8	12
"VPREB3"	1	3	0	1	3	1	2	0	0	1
"ZNF70"	519	547	513	519	391	356	409	381	371	471
"LOC124905088"	9	10	8	16	6	3	8	5	5	4
"RGL4"	0	1	0	0	0	0	0	1	0	0
"ASLP1"	23	17	15	17	12	17	20	25	20	15
"GUSBP11"	990	965	603	956	644	695	915	791	976	899
"LOC124905089"	5	2	3	4	0	1	0	2	2	1
"DRICH1"	57	56	42	53	37	47	73	43	71	58
"IGLL1"	0	2	0	0	0	0	1	0	1	0
"LOC105372957"	0	0	0	0	0	1	0	0	0	0
"PCAT14"	0	0	2	0	0	2	0	0	0	0
"LOC124900476"	69	42	82	22	62	35	20	20	15	17
"LOC107985580"	0	0	0	0	0	0	0	0	1	0
"LINC02556"	3	2	0	2	1	2	4	3	1	1
"RPS10P30"	0	0	0	0	0	0	0	0	0	0
"POM121L11P"	0	1	1	0	0	0	0	0	0	0
"LOC107985554"	0	0	0	0	0	0	0	0	0	0
"FBXW4P1"	6	1	4	12	4	9	9	5	3	7
"RN7SL263P"	0	0	0	0	0	0	0	0	0	0
"BCR"	2586	2461	2521	2732	1963	2508	2929	2865	3252	3583
"BCRP8"	0	0	0	0	0	0	0	0	0	0
"RAB36"	1170	700	1075	716	667	681	488	588	547	809
"LOC124905170"	0	2	2	0	1	0	0	2	0	3
"RN7SL6P"	10	6	6	8	9	8	7	13	13	15
"GNAZ"	1692	1621	1701	1752	1155	1848	2404	2269	2675	2938
"RSPH14"	27	31	27	24	23	24	27	13	25	30
"LOC100287966"	0	0	0	0	1	0	0	0	0	0
"IGLC7"	0	0	0	0	0	0	0	0	0	0
"IGLJ7"	0	0	0	0	0	0	0	0	0	0
"LOC105372947"	0	0	0	0	0	0	0	0	0	0
"IGLC6"	0	0	0	0	0	0	0	0	0	0
"IGLJ6"	0	0	0	0	0	0	0	0	0	0
"IGLC5"	0	0	0	0	0	0	0	0	0	0
"IGLJ5"	0	0	0	0	0	0	0	0	0	0
"IGLC4"	0	0	0	0	0	0	0	0	0	0
"IGLJ4"	0	0	0	0	0	0	0	0	0	0
"IGLC3"	0	0	0	0	0	0	0	0	0	0
"IGLJ3"	0	0	0	0	0	0	0	0	0	0
"IGLC2"	0	0	0	0	0	0	0	0	0	0
"IGLJ2"	0	0	0	0	0	0	0	0	0	0
"IGLC1"	0	0	0	0	0	0	0	0	0	0
"IGLJ1"	0	0	0	0	0	0	0	0	0	0
"IGLL5"	0	0	0	0	0	0	0	0	0	0
"MIR5571"	0	0	0	0	0	0	0	0	0	0
"IGLV3.1"	0	0	0	0	0	0	0	0	0	0
"LOC102724638"	0	0	0	0	0	0	0	0	0	0
"IGLV3.2"	0	0	0	0	0	0	0	0	0	0
"IGLV4.3"	0	0	0	0	0	0	0	0	0	0
"LOC124905086"	0	0	0	0	0	0	0	0	0	0
"IGLV3.4"	0	0	0	0	0	0	0	0	0	0
"IGLV2.5"	0	0	0	0	0	0	0	0	0	0
"IGLV3.6"	0	0	0	0	0	0	0	0	0	0
"IGLV3.7"	0	0	0	0	0	0	0	0	0	0
"IGLV2.8"	0	0	0	0	0	0	0	0	0	0
"MIR650"	0	0	0	0	0	0	0	0	0	0
"LOC105372948"	0	0	0	0	0	0	0	0	0	0
"IGLV3.9"	0	0	0	0	0	0	0	0	0	0
"IGLV3.10"	0	0	0	0	0	0	0	0	0	0
"IGLV2.11"	0	0	0	0	0	0	0	0	0	0
"LOC100420967"	0	0	0	0	0	0	0	0	0	0
"IGLV3.12"	0	0	0	0	0	0	0	0	0	0
"IGLV3.13"	0	0	0	0	0	0	0	0	0	0
"IGLV2.14"	0	0	0	0	0	0	0	0	0	0
"IGLV3.15"	0	0	0	0	0	0	0	0	0	0
"IGLV3.16"	0	0	0	0	0	0	0	0	0	0
"IGLV3.17"	0	0	0	0	0	0	0	0	0	0
"IGLV2.18"	0	0	0	0	0	0	0	0	0	0
"IGLV3.19"	0	0	0	0	0	0	0	0	0	0
"IGLVI.20"	0	0	0	0	0	0	0	0	0	0
"IGLV3.21"	0	0	0	0	0	0	0	0	0	0
"IGLV3.22"	0	0	0	0	0	0	0	0	0	0
"IGLVVI.22.1"	0	0	0	0	0	0	0	0	0	0
"IGLV2.23"	0	0	0	0	0	0	0	0	0	0
"LL22NC03.102D1.18"	0	0	0	0	0	0	0	0	0	0
"IGLV3.24"	0	0	0	0	0	0	0	0	0	0
"LOC112267890"	0	0	0	0	0	0	0	0	0	0
"IGLV3.25"	0	0	0	0	0	0	0	0	0	0
"IGLVVI.25.1"	0	0	0	0	0	0	0	0	0	0
"IGLV3.26"	0	0	0	0	0	0	0	0	0	0
"IGLV3.27"	0	0	0	0	0	0	0	0	0	0
"IGLV2.28"	0	0	0	0	0	0	0	0	0	0
"IGLV3.29"	0	0	0	0	0	0	0	0	0	0
"LOC129026"	0	0	0	0	0	0	0	0	0	0
"GGTLC2"	0	0	0	0	0	0	0	0	0	0
"POM121L1P"	0	0	0	1	0	0	0	0	0	0
"BCRP4"	0	0	0	0	0	0	0	0	0	0
"IGLV3.30"	0	0	0	0	0	0	0	0	0	0
"IGLV3.31"	0	0	0	0	0	0	0	0	0	0
"IGLV3.32"	0	0	0	0	0	0	0	0	0	0
"IGLV2.33"	0	0	0	0	0	0	0	0	0	0
"IGLV2.34"	0	0	0	0	0	0	0	0	0	0
"IGLV7.35"	0	0	0	0	0	0	0	0	0	0
"IGLV1.36"	0	0	0	0	0	0	0	0	0	0
"IGLVI.38"	0	0	0	0	0	0	0	0	0	0
"ASH2LP1"	0	0	0	0	0	0	0	0	0	0
"IGLV1.40"	0	0	0	0	0	0	0	0	0	0
"IGLV1.41"	0	0	0	0	0	0	0	0	0	0
"LOC101929255"	0	0	0	0	0	0	0	0	0	0
"IGLVVII.41.1"	0	0	0	0	0	0	0	0	0	0
"IGLVI.42"	0	0	0	0	0	0	0	0	0	0
"IGLV1.44"	0	0	0	0	0	0	0	0	0	0
"IGLV7.46"	0	0	0	0	0	0	0	0	0	0
"ASH2LP2"	0	0	0	0	0	0	0	0	0	0
"IGLV1.47"	0	0	0	0	0	0	0	0	0	0
"IGLV5.48"	0	0	0	0	0	0	0	0	0	0
"IGLV9.49"	0	0	0	0	0	0	0	0	0	0
"ASH2LP3"	0	0	0	0	0	0	0	0	0	0
"IGLV1.50"	0	0	0	0	0	0	0	0	0	0
"IGLV1.51"	0	0	0	0	0	0	0	0	0	0
"IGLV5.52"	0	0	0	0	0	0	0	0	0	0
"BMS1P20"	0	0	0	0	0	0	0	0	0	0
"LOC105372952"	91	100	64	81	46	61	104	78	85	101
"LOC124905087"	115	103	58	104	66	121	199	148	195	154
"VPREB1"	0	0	0	0	0	0	0	0	0	0
"LOC100533679"	0	1	0	0	0	0	0	0	0	0
"TOP3BP1"	0	0	1	1	0	0	0	0	0	0
"IGLVIV.53"	0	0	0	0	0	0	0	0	0	0
"IGLV10.54"	0	0	0	0	0	0	0	0	0	0
